Fish_ID,Aquarium,Acclimation,MMR_Hypoxic_mg/h/g,MMR_Normoxic__mg/h/g,SMR_Hypoxic__mg/h/g,SMR_Normoxic__mg/h/g,sex,Weight_start,Weight_end,Length_start,Length_end,SGR,Weight_resp,MMR_Hypoxic_scaled,MMR_Normoxic_scaled,SMR_Hypoxic_scaled,SMR_Normoxic_scaled,AS_H,AS_N,Harvested,Metric,Hypoxia,Normoxia,Recovery,NormoxiaDrop1,NormoxiaDrop2,NormoxiaDrop3,HypoxiaDrop4,HypoxiaDrop5,HypoxiaDrop6,RecoveryDrop7,RecoveryDrop8,RecoveryDrop9,ControlNormoxiaDrop1,ControlNormoxiaDrop2,ControlNormoxiaDrop3,ControlNormoxiaDrop4,ControlNormoxiaDrop5,ControlNormoxiaDrop6,ControlNormoxiaDrop7,ControlNormoxiaDrop8,ControlNormoxiaDrop9,ControlHypoxiaDrop1,ControlHypoxiaDrop2,ControlHypoxiaDrop3
1fg,1,Hypoxia acclimated,0.628,1.035,0.172,0.272,F,0.23,0.45,20.5,25.5,1.16,0.41,0.194,0.32,0.056,0.088,0.138,0.232,Random,Distance,313.477951733333,672.355696666667,435.755784533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,140,0
1fg,1,Hypoxia acclimated,0.628,1.035,0.172,0.272,F,0.23,0.45,20.5,25.5,1.16,0.41,0.194,0.32,0.056,0.088,0.138,0.232,Random,Speed,6.6034850995,7.6752413595,7.1586014945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,140,0
1fg,1,Hypoxia acclimated,0.628,1.035,0.172,0.272,F,0.23,0.45,20.5,25.5,1.16,0.41,0.194,0.32,0.056,0.088,0.138,0.232,Random,Time,45.5888888766667,86.1222222333333,60.9222222333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,140,0
1fl,1,Hypoxia acclimated,0.641,0.769,0.087,0.149,F,0.24,0.57,22.5,28.5,1.49,0.52,0.205,0.246,0.03,0.052,0.175,0.194,Random,Distance,435.358933733333,185.580218006667,494.774555606667,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1fl,1,Hypoxia acclimated,0.641,0.769,0.087,0.149,F,0.24,0.57,22.5,28.5,1.49,0.52,0.205,0.246,0.03,0.052,0.175,0.194,Random,Speed,NA,7.1412637485,8.6525703465,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1fl,1,Hypoxia acclimated,0.641,0.769,0.087,0.149,F,0.24,0.57,22.5,28.5,1.49,0.52,0.205,0.246,0.03,0.052,0.175,0.194,Random,Time,46.3222222233333,25.21111111,63.1111111223333,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1fp,1,Hypoxia acclimated,0.881,1.255,0.175,0.351,F,0.19,0.2,20.5,21.5,0.09,0.19,0.245,0.349,0.046,0.091,0.199,0.258,Random,Distance,393.188145233333,404.9662401,912.439000033333,100,140,160,120,120,140,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1fp,1,Hypoxia acclimated,0.881,1.255,0.175,0.351,F,0.19,0.2,20.5,21.5,0.09,0.19,0.245,0.349,0.046,0.091,0.199,0.258,Random,Speed,7.415030787,8.066065088,7.2703526915,100,140,160,120,120,140,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1fp,1,Hypoxia acclimated,0.881,1.255,0.175,0.351,F,0.19,0.2,20.5,21.5,0.09,0.19,0.245,0.349,0.046,0.091,0.199,0.258,Random,Time,55.9888888766667,51.2333333333333,120.866666666667,100,140,160,120,120,140,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1mb,1,Hypoxia acclimated,1.234,1.097,0.268,0.533,M,0.1,0.12,16,18,0.31,0.11,0.318,0.282,0.059,0.118,0.259,0.164,Random,Distance,159.046013833333,481.403117433333,441.2769204,340,200,NA,1560,NA,NA,NA,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1mb,1,Hypoxia acclimated,1.234,1.097,0.268,0.533,M,0.1,0.12,16,18,0.31,0.11,0.318,0.282,0.059,0.118,0.259,0.164,Random,Speed,8.942015123,7.9718806835,7.471054301,340,200,NA,1560,NA,NA,NA,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1mb,1,Hypoxia acclimated,1.234,1.097,0.268,0.533,M,0.1,0.12,16,18,0.31,0.11,0.318,0.282,0.059,0.118,0.259,0.164,Random,Time,18.52222222,65.60000001,59.1333333433333,340,200,NA,1560,NA,NA,NA,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1mg,1,Hypoxia acclimated,0.744,0.724,0.256,0.478,M,0.14,0.17,18.5,19,0.33,0.15,0.2,0.195,0.062,0.116,0.138,0.079,Random,Distance,334.332004333333,330.497665966667,129.99254348,NA,600,120,NA,580,NA,2040,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1mg,1,Hypoxia acclimated,0.744,0.724,0.256,0.478,M,0.14,0.17,18.5,19,0.33,0.15,0.2,0.195,0.062,0.116,0.138,0.079,Random,Speed,NA,NA,9.495388505,NA,600,120,NA,580,NA,2040,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1mg,1,Hypoxia acclimated,0.744,0.724,0.256,0.478,M,0.14,0.17,18.5,19,0.33,0.15,0.2,0.195,0.062,0.116,0.138,0.079,Random,Time,37.2444444433333,27.21111111,13.5444444433333,NA,600,120,NA,580,NA,2040,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1ml,1,Hypoxia acclimated,1.227,1.214,0.328,0.505,M,0.13,0.14,17.5,18.5,0.13,0.12,0.32,0.316,0.075,0.115,0.245,0.201,Random,Distance,585.582229933333,627.829027,219.240334733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,140,840,100,120,380,800,120,800,NA,NA,NA
1ml,1,Hypoxia acclimated,1.227,1.214,0.328,0.505,M,0.13,0.14,17.5,18.5,0.13,0.12,0.32,0.316,0.075,0.115,0.245,0.201,Random,Speed,7.1618878615,7.6499533095,8.181302676,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,140,840,100,120,380,800,120,800,NA,NA,NA
1ml,1,Hypoxia acclimated,1.227,1.214,0.328,0.505,M,0.13,0.14,17.5,18.5,0.13,0.12,0.32,0.316,0.075,0.115,0.245,0.201,Random,Time,80.9555555433333,83.4333333433333,25.1333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,140,840,100,120,380,800,120,800,NA,NA,NA
1mp,1,Hypoxia acclimated,1.319,1.155,0.288,0.481,M,0.13,0.16,19.5,19.5,0.36,0.16,0.358,0.313,0.071,0.119,0.287,0.194,Random,Distance,419.994725866667,274.7565803,619.303788666667,120,NA,140,560,100,100,140,700,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1mp,1,Hypoxia acclimated,1.319,1.155,0.288,0.481,M,0.13,0.16,19.5,19.5,0.36,0.16,0.358,0.313,0.071,0.119,0.287,0.194,Random,Speed,7.838510736,9.4639912285,7.3489586325,120,NA,140,560,100,100,140,700,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1mp,1,Hypoxia acclimated,1.319,1.155,0.288,0.481,M,0.13,0.16,19.5,19.5,0.36,0.16,0.358,0.313,0.071,0.119,0.287,0.194,Random,Time,54.1555555433333,30.7,84,120,NA,140,560,100,100,140,700,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fb,2,Normoxia acclimated,0.642,1.306,0.167,0.253,F,0.17,0.72,19,30,2.49,0.44,0.201,0.408,0.055,0.084,0.146,0.324,Small,Distance,NA,NA,1080.38077673333,100,100,120,140,NA,120,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fb,2,Normoxia acclimated,0.642,1.306,0.167,0.253,F,0.17,0.72,19,30,2.49,0.44,0.201,0.408,0.055,0.084,0.146,0.324,Small,Speed,6.74789161166667,6.95997818333333,7.578514641,100,100,120,140,NA,120,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fb,2,Normoxia acclimated,0.642,1.306,0.167,0.253,F,0.17,0.72,19,30,2.49,0.44,0.201,0.408,0.055,0.084,0.146,0.324,Small,Time,NA,NA,139.022222233333,100,100,120,140,NA,120,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fg,2,Normoxia acclimated,0.379,1.129,0.195,0.195,F,0.12,0.34,18.5,23,1.8,0.25,0.109,0.326,0.055,0.055,0.054,0.271,Small,Distance,346.95567288,844.239029033333,927.4877115,900,400,160,NA,NA,480,940,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fg,2,Normoxia acclimated,0.379,1.129,0.195,0.195,F,0.12,0.34,18.5,23,1.8,0.25,0.109,0.326,0.055,0.055,0.054,0.271,Small,Speed,6.516478486,7.550720158,7.437328727,900,400,160,NA,NA,480,940,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fg,2,Normoxia acclimated,0.379,1.129,0.195,0.195,F,0.12,0.34,18.5,23,1.8,0.25,0.109,0.326,0.055,0.055,0.054,0.271,Small,Time,53.6222222223333,108.72222221,120.01111111,900,400,160,NA,NA,480,940,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fl,2,Normoxia acclimated,0.402,0.899,0.227,0.208,F,0.29,0.54,23.5,27.5,1.07,0.51,0.128,0.287,0.079,0.072,0.049,0.215,Small,Distance,403.5865085,543.045,501.651858633333,140,NA,NA,2860,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fl,2,Normoxia acclimated,0.402,0.899,0.227,0.208,F,0.29,0.54,23.5,27.5,1.07,0.51,0.128,0.287,0.079,0.072,0.049,0.215,Small,Speed,6.97842286666667,7.67837839866667,7.34325367,140,NA,NA,2860,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fl,2,Normoxia acclimated,0.402,0.899,0.227,0.208,F,0.29,0.54,23.5,27.5,1.07,0.51,0.128,0.287,0.079,0.072,0.049,0.215,Small,Time,58.9,72.3222222133333,67.6777777766667,140,NA,NA,2860,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fp,2,Normoxia acclimated,0.557,0.92,0.171,0.215,F,0.3,0.58,23.5,28.5,1.14,0.43,0.174,0.287,0.056,0.071,0.118,0.216,Small,Distance,181.17295323,218.38733764,385.004591266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fp,2,Normoxia acclimated,0.557,0.92,0.171,0.215,F,0.3,0.58,23.5,28.5,1.14,0.43,0.174,0.287,0.056,0.071,0.118,0.216,Small,Speed,6.34928698,6.79678520366667,6.798214794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2fp,2,Normoxia acclimated,0.557,0.92,0.171,0.215,F,0.3,0.58,23.5,28.5,1.14,0.43,0.174,0.287,0.056,0.071,0.118,0.216,Small,Time,28.4555555566667,34.077777778,54.57777779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2mb,2,Normoxia acclimated,0.175,0.595,0.15,0.111,M,0.05,0.07,15.5,16,0.58,0.09,0.044,0.149,0.031,0.023,0.013,0.126,Small,Distance,522.945961666667,887.243247066667,619.658723766667,NA,NA,140,120,80,120,140,120,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2mb,2,Normoxia acclimated,0.175,0.595,0.15,0.111,M,0.05,0.07,15.5,16,0.58,0.09,0.044,0.149,0.031,0.023,0.013,0.126,Small,Speed,6.64163567,7.24192338566667,7.2725337655,NA,NA,140,120,80,120,140,120,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2mb,2,Normoxia acclimated,0.175,0.595,0.15,0.111,M,0.05,0.07,15.5,16,0.58,0.09,0.044,0.149,0.031,0.023,0.013,0.126,Small,Time,78.52222222,118.255555556667,85.6222222,NA,NA,140,120,80,120,140,120,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2mg,2,Normoxia acclimated,0.271,1.384,0.295,0.292,M,0.06,0.07,15.5,15.5,0.27,0.07,0.065,0.334,0.057,0.057,0.008,0.277,Small,Distance,227.391685166667,463.429537066667,294.945170333333,60,120,80,120,100,100,NA,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2mg,2,Normoxia acclimated,0.271,1.384,0.295,0.292,M,0.06,0.07,15.5,15.5,0.27,0.07,0.065,0.334,0.057,0.057,0.008,0.277,Small,Speed,7.16748785233333,7.18390458033333,7.390851289,60,120,80,120,100,100,NA,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2mg,2,Normoxia acclimated,0.271,1.384,0.295,0.292,M,0.06,0.07,15.5,15.5,0.27,0.07,0.065,0.334,0.057,0.057,0.008,0.277,Small,Time,35.1666666666667,63.81111111,38.72222222,60,120,80,120,100,100,NA,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2ml,2,Normoxia acclimated,0.305,0.78,0.001,0.224,M,0.09,0.1,15.5,17.5,0.18,0.14,0.081,0.208,0,0.053,0.081,0.155,Small,Distance,NA,NA,721.1841605,140,740,1060,2020,NA,220,440,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2ml,2,Normoxia acclimated,0.305,0.78,0.001,0.224,M,0.09,0.1,15.5,17.5,0.18,0.14,0.081,0.208,0,0.053,0.081,0.155,Small,Speed,6.874212103,7.55486086566667,8.370172528,140,740,1060,2020,NA,220,440,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2ml,2,Normoxia acclimated,0.305,0.78,0.001,0.224,M,0.09,0.1,15.5,17.5,0.18,0.14,0.081,0.208,0,0.053,0.081,0.155,Small,Time,NA,NA,85.2333333333333,140,740,1060,2020,NA,220,440,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2mp,2,Normoxia acclimated,0.545,0.969,0.027,0.291,M,0.12,0.13,17,18,0.14,0.13,0.144,0.255,0.006,0.068,0.138,0.187,Small,Distance,542.412939556667,391.479725733333,475.105283813333,900,500,400,80,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2mp,2,Normoxia acclimated,0.545,0.969,0.027,0.291,M,0.12,0.13,17,18,0.14,0.13,0.144,0.255,0.006,0.068,0.138,0.187,Small,Speed,6.81707005633333,7.74119814533333,7.4533748555,900,500,400,80,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2mp,2,Normoxia acclimated,0.545,0.969,0.027,0.291,M,0.12,0.13,17,18,0.14,0.13,0.144,0.255,0.006,0.068,0.138,0.187,Small,Time,75.7444444333333,53.41111111,65.1444444566667,900,500,400,80,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3fb,3,Hypoxia acclimated,0.641,1.123,0.286,0.327,F,0.22,0.58,21.5,26.5,1.67,0.45,0.201,0.352,0.096,0.109,0.105,0.243,Random,Distance,588.223099066667,1153.5050646,799.974114633333,100,880,NA,NA,640,1660,600,400,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3fb,3,Hypoxia acclimated,0.641,1.123,0.286,0.327,F,0.22,0.58,21.5,26.5,1.67,0.45,0.201,0.352,0.096,0.109,0.105,0.243,Random,Speed,7.46190950566667,7.62907344033333,10.3707353906667,100,880,NA,NA,640,1660,600,400,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3fb,3,Hypoxia acclimated,0.641,1.123,0.286,0.327,F,0.22,0.58,21.5,26.5,1.67,0.45,0.201,0.352,0.096,0.109,0.105,0.243,Random,Time,80.9444444466667,150.333333343333,59.40000001,100,880,NA,NA,640,1660,600,400,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3fg,3,Hypoxia acclimated,0.381,0.657,0.213,0.254,F,0.3,0.82,23.5,30,1.73,0.93,0.132,0.228,0.088,0.105,0.044,0.123,Random,Distance,172.868832333333,284.264011326667,382.6408998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,140,0
3fg,3,Hypoxia acclimated,0.381,0.657,0.213,0.254,F,0.3,0.82,23.5,30,1.73,0.93,0.132,0.228,0.088,0.105,0.044,0.123,Random,Speed,7.01729989966667,7.589321984,7.75619988233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,140,0
3fg,3,Hypoxia acclimated,0.381,0.657,0.213,0.254,F,0.3,0.82,23.5,30,1.73,0.93,0.132,0.228,0.088,0.105,0.044,0.123,Random,Time,25.2,39.7666666666667,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,140,0
3fl,3,Hypoxia acclimated,0.482,0.897,0.244,0.283,F,0.22,0.69,21.5,27.5,1.97,0.72,0.161,0.3,0.093,0.108,0.068,0.192,Random,Distance,249.662121,342.967434333333,319.663751866667,NA,120,120,NA,NA,920,140,80,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3fl,3,Hypoxia acclimated,0.482,0.897,0.244,0.283,F,0.22,0.69,21.5,27.5,1.97,0.72,0.161,0.3,0.093,0.108,0.068,0.192,Random,Speed,6.67444506233333,7.184085916,7.76205497533333,NA,120,120,NA,NA,920,140,80,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3fl,3,Hypoxia acclimated,0.482,0.897,0.244,0.283,F,0.22,0.69,21.5,27.5,1.97,0.72,0.161,0.3,0.093,0.108,0.068,0.192,Random,Time,38.7666666666667,48.07777778,41.3222222233333,NA,120,120,NA,NA,920,140,80,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3fp,3,Hypoxia acclimated,0.54,1.215,0.175,0.291,F,0.18,0.25,20.5,23,0.57,0.29,0.159,0.358,0.051,0.086,0.108,0.272,Random,Distance,653.51964671,901.289598333333,431.440942633333,100,NA,NA,NA,NA,NA,120,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3fp,3,Hypoxia acclimated,0.54,1.215,0.175,0.291,F,0.18,0.25,20.5,23,0.57,0.29,0.159,0.358,0.051,0.086,0.108,0.272,Random,Speed,7.00528135933333,7.21504061733333,7.01658767333333,100,NA,NA,NA,NA,NA,120,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3fp,3,Hypoxia acclimated,0.54,1.215,0.175,0.291,F,0.18,0.25,20.5,23,0.57,0.29,0.159,0.358,0.051,0.086,0.108,0.272,Random,Time,88.000000001,119.2111111,61.5111111133333,100,NA,NA,NA,NA,NA,120,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3mg,3,Hypoxia acclimated,0.341,0.798,0.442,0.548,M,0.11,0.12,18,18,0.15,0.12,0.089,0.208,0.101,0.125,-0.012,0.083,Random,Distance,NA,979.684966433333,848.335429633333,120,100,660,1160,960,700,300,560,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3mg,3,Hypoxia acclimated,0.341,0.798,0.442,0.548,M,0.11,0.12,18,18,0.15,0.12,0.089,0.208,0.101,0.125,-0.012,0.083,Random,Speed,8.29692361033333,8.62019767866667,NA,120,100,660,1160,960,700,300,560,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3mg,3,Hypoxia acclimated,0.341,0.798,0.442,0.548,M,0.11,0.12,18,18,0.15,0.12,0.089,0.208,0.101,0.125,-0.012,0.083,Random,Time,NA,126.455555553333,71.6444444433333,120,100,660,1160,960,700,300,560,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3ml,3,Hypoxia acclimated,0.755,1.197,0.292,0.572,M,0.12,0.12,17.5,18,0,0.11,0.194,0.308,0.065,0.127,0.129,0.181,Random,Distance,NA,1106.48987656667,NA,120,680,80,100,100,100,120,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3ml,3,Hypoxia acclimated,0.755,1.197,0.292,0.572,M,0.12,0.12,17.5,18,0,0.11,0.194,0.308,0.065,0.127,0.129,0.181,Random,Speed,6.69934722133333,7.313614696,7.022758704,120,680,80,100,100,100,120,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3ml,3,Hypoxia acclimated,0.755,1.197,0.292,0.572,M,0.12,0.12,17.5,18,0,0.11,0.194,0.308,0.065,0.127,0.129,0.181,Random,Time,NA,149.555555533333,NA,120,680,80,100,100,100,120,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3mp,3,Hypoxia acclimated,0.564,1.162,0.079,0.4,M,0.15,0.16,18.5,19,0.11,0.16,0.153,0.315,0.02,0.099,0.133,0.216,Random,Distance,662.297588166667,684.5005693,661.0267394,100,60,100,100,100,100,60,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3mp,3,Hypoxia acclimated,0.564,1.162,0.079,0.4,M,0.15,0.16,18.5,19,0.11,0.16,0.153,0.315,0.02,0.099,0.133,0.216,Random,Speed,6.71749235166667,7.43019318266667,7.369903227,100,60,100,100,100,100,60,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3mp,3,Hypoxia acclimated,0.564,1.162,0.079,0.4,M,0.15,0.16,18.5,19,0.11,0.16,0.153,0.315,0.02,0.099,0.133,0.216,Random,Time,98.6333333433333,94.1555555666667,88.6777777866667,100,60,100,100,100,100,60,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4fb,4,Normoxia acclimated,NA,0.767,0.221,0.302,F,0.16,0.52,20,26.5,2.03,NA,NA,NA,NA,NA,NA,NA,Random,Distance,326.327740933333,577.7807389,565.2334855,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,400,200,560,280,460,180,940,NA,NA,NA
4fb,4,Normoxia acclimated,NA,0.767,0.221,0.302,F,0.16,0.52,20,26.5,2.03,NA,NA,NA,NA,NA,NA,NA,Random,Speed,7.7660044445,7.4283253415,7.3983203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,400,200,560,280,460,180,940,NA,NA,NA
